section_unit_uid,lineage_uid,lineage_confidence,course_family_id,course_uid,course_version,is_current,program,education_level,course_code,course_name_sv,section,original_section_heading,subsection,unit_type,unit_order,text_exact,text_normalized,source_file,confidence,notes
OMA136_v01_SECTION_0015,OMA136_SECTION_0015,baseline,OMA136,OMA136_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA136,Organisation och arbetsledning inom äldresjuksköterskans ansvarsområde,modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,15,"Moduler Kod Benämning Omf. Betyg Skritig xamination, erupp med Individuell bedömning 10020 samt muntlig presentation av gruppuppgift, individuell. — ha UV bedömning(lärandernål 2) ” bese dodung soMocsievylaousiearasOMAI36Nvald tam 2023-08-28","Moduler Kod Benämning Omf. Betyg Skritig xamination, erupp med Individuell bedömning 10020 samt muntlig presentation av gruppuppgift, individuell. — ha UV bedömning(lärandernål 2) ” bese dodung soMocsievylaousiearasOMAI36Nvald tam 2023-08-28",Kurs6_äldre_OMA136.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA136_v01_SECTION_0016,OMA136_SECTION_0016,baseline,OMA136,OMA136_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA136,Organisation och arbetsledning inom äldresjuksköterskans ansvarsområde,modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,16,"--- OCR page 3 --- Kod Benämning Skriftlig examination, grupp med individuell bedömning 10030 samt muntlig presentation av gruppuppgift, individuell bedömning(lärandernål 3) 10040 Seminarium, individuell bedömning (lärandemål 4-5) bese dodung soMocsievylaousiearasOMAI36Nvald tam 2023-08-28 Omt. Betyg 18 hm OWw 30 OWw","--- OCR page 3 --- Kod Benämning Skriftlig examination, grupp med individuell bedömning 10030 samt muntlig presentation av gruppuppgift, individuell bedömning(lärandernål 3) 10040 Seminarium, individuell bedömning (lärandemål 4-5) bese dodung soMocsievylaousiearasOMAI36Nvald tam 2023-08-28 Omt. Betyg 18 hm OWw 30 OWw",Kurs6_äldre_OMA136.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0001,OMA708_SECTION_0001,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,metadata,missing,missing,text_unit,1,"--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies VAN HÖGSKOLAN I CÄVLE Omvårdnad- Examensarbete inom vård av äldres kunskapsområde 13.0 hp Caring Science - Thesis in elderly care on advanced level 15.0 er Fastställd av: Akademin för hälsa och arbetsliv, 2021-10-28 Giltig från och med: 2023-08-28 Utbildningsnivå — Avancerad nivå Kurskod oMATOB Omfattning 18.0 hp Huvudområde Omvårdnad AlE Ämnesgrupp — —— Omvårdnad/omvårdnadsvetenskap Utbildningsområde vårdområdet 100 36","--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies VAN HÖGSKOLAN I CÄVLE Omvårdnad- Examensarbete inom vård av äldres kunskapsområde 13.0 hp Caring Science - Thesis in elderly care on advanced level 15.0 er Fastställd av: Akademin för hälsa och arbetsliv, 2021-10-28 Giltig från och med: 2023-08-28 Utbildningsnivå — Avancerad nivå Kurskod oMATOB Omfattning 18.0 hp Huvudområde Omvårdnad AlE Ämnesgrupp — —— Omvårdnad/omvårdnadsvetenskap Utbildningsområde vårdområdet 100 36",Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0002,OMA708_SECTION_0002,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,2,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0003,OMA708_SECTION_0003,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,3,"1. planera, genomföra, författa och försvara ett examensarbete inom ett åvgränsat område utifrån äldresjuksköterskans kunskapsområde","1. planera, genomföra, författa och försvara ett examensarbete inom ett åvgränsat område utifrån äldresjuksköterskans kunskapsområde",Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0004,OMA708_SECTION_0004,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,4,2. tillämpa förvärvade kunskaper om vetenskaplig teori- och metodik samt framställa en kritisk granskning av annan students examensarbete,2. tillämpa förvärvade kunskaper om vetenskaplig teori- och metodik samt framställa en kritisk granskning av annan students examensarbete,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0005,OMA708_SECTION_0005,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,course_content,"Kursens innehåll -Examensarbete i omvårdnad innefattande Uitteratursökning, vetenskaplig","Kursens innehåll -Examensarbete i omvårdnad innefattande Uitteratursökning, vetenskaplig",text_unit,5,"Kursens innehåll -Examensarbete i omvårdnad innefattande Uitteratursökning, vetenskaplig teori och metodik, forskningsetik","Kursens innehåll -Examensarbete i omvårdnad innefattande Uitteratursökning, vetenskaplig teori och metodik, forskningsetik",Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0006,OMA708_SECTION_0006,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,course_content,"Kursens innehåll -Examensarbete i omvårdnad innefattande Uitteratursökning, vetenskaplig","Kursens innehåll -Examensarbete i omvårdnad innefattande Uitteratursökning, vetenskaplig",text_unit,6,--- OCR page 2 ---,--- OCR page 2 ---,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0007,OMA708_SECTION_0007,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,teaching_and_learning,Undervisning Handledning och seminarier,Undervisning Handledning och seminarier,text_unit,7,Undervisning Handledning och seminarier Akademisk yrkesexamen för sjuksköterska på kandidatnivå Inga särskilda,Undervisning Handledning och seminarier Akademisk yrkesexamen för sjuksköterska på kandidatnivå Inga särskilda,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0008,OMA708_SECTION_0008,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,entry_requirements,Förkunskaper förkunskaper utöver programmets behörighetskrav erfordras när kursen,Förkunskaper förkunskaper utöver programmets behörighetskrav erfordras när kursen,text_unit,8,"Förkunskaper förkunskaper utöver programmets behörighetskrav erfordras när kursen ingår i utbileningsprogram,","Förkunskaper förkunskaper utöver programmets behörighetskrav erfordras när kursen ingår i utbileningsprogram,",Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0009,OMA708_SECTION_0009,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,examination,Examinationsform = skriftlig och muntlig examinationsuppgift genom framläg,Examinationsform = skriftlig och muntlig examinationsuppgift genom framläg,text_unit,9,Examinationsform = skriftlig och muntlig examinationsuppgift genom framläg gande och försvar av examensarbete samt muntlig examination genom kritisk granskning av ånnan students examensarbete,Examinationsform = skriftlig och muntlig examinationsuppgift genom framläg gande och försvar av examensarbete samt muntlig examination genom kritisk granskning av ånnan students examensarbete,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0010,OMA708_SECTION_0010,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,grading,Betyg sjugradig skala,Betyg sjugradig skala,text_unit,10,Betyg sjugradig skala,Betyg sjugradig skala,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0011,OMA708_SECTION_0011,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,other,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till,text_unit,11,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till studiehandledningen. Vid empiriska studier ska examinator ge studenten tillåtelse att påbörja datainsamling. Examinator äger rätt att anpassa,Övriga föreskrifter —— För information om kriterier för de olika betygsgraderna hänvisas till studiehandledningen. Vid empiriska studier ska examinator ge studenten tillåtelse att påbörja datainsamling. Examinator äger rätt att anpassa,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0012,OMA708_SECTION_0012,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,examination,examinationsform om anledning föreligger,examinationsform om anledning föreligger,text_unit,12,examinationsform om anledning föreligger,examinationsform om anledning föreligger,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0013,OMA708_SECTION_0013,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,other,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie,text_unit,13,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie examinationstillfälle ges möjlighet till ytterligare fyra examinationstillfällen. Ett ordinarie examinationstillfälle och ett ytterligare examinationstillfällen ges I anslutning till kursens genomförande. Student som ej är godkänd efter dessa två examinationstillfällen hänvisas till nästa kursomgång,Begränsningar För studenter som ej utnyttjat eller underkänts vid ordinarie examinationstillfälle ges möjlighet till ytterligare fyra examinationstillfällen. Ett ordinarie examinationstillfälle och ett ytterligare examinationstillfällen ges I anslutning till kursens genomförande. Student som ej är godkänd efter dessa två examinationstillfällen hänvisas till nästa kursomgång,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0014,OMA708_SECTION_0014,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,other,Hållbar utveckling. —— Kursen har inslag av hållbar utveckling,Hållbar utveckling. —— Kursen har inslag av hållbar utveckling,text_unit,14,Hållbar utveckling. —— Kursen har inslag av hållbar utveckling,Hållbar utveckling. —— Kursen har inslag av hållbar utveckling,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0015,OMA708_SECTION_0015,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,15,Moduler Kod Benämning Omf. Betyg Skriftlig och muntlig individuell examinationsuppgift — 18.0,Moduler Kod Benämning Omf. Betyg Skriftlig och muntlig individuell examinationsuppgift — 18.0,Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
OMA708_v01_SECTION_0016,OMA708_SECTION_0016,baseline,OMA708,OMA708_v01,1,yes,Specialistsjuksköterskeprogrammet - inriktning vård av äldre,Avancerad nivå,OMA708,Omvårdnad- Examensarbete inom vård av äldres kunskapsområde,modules,Moduler Kod Benämning Omf. Betyg,Moduler Kod Benämning Omf. Betyg,text_unit,16,"9010 (lärandermål 1,2) bese lodung soocsievylaousiearasOMA7O Bald tam -2023-08-28 hp","9010 (lärandermål 1,2) bese lodung soocsievylaousiearasOMA7O Bald tam -2023-08-28 hp",Kurs7_äldre_OMA708.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0001,MVG501_SECTION_0001,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",metadata,missing,missing,text_unit,1,"--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies HÖGSKOLAN I GÄVLE Mikrobiologi, farmakologi och läkemedelsberäkning 6.0 hp Microbiology, pharmacology and drug calculation 6.0 er Fastställd av: Akademin för hälsa och arbetsliv, 2022-05-02 Giltig från och med: 2023-01-16 Utbildningsnivå — Grundnivå Kurskod MvGs0T Omfattning söhp Huvudområde Medicinsk vetenskap G2F Ämnesgrupp — Medicin Utbildningsområde Medicinska området 100 36","--- OCR page 1 --- Akademin för hälsa och arbetsliv KURSPLAN Faculty of Health and Occupational Studies HÖGSKOLAN I GÄVLE Mikrobiologi, farmakologi och läkemedelsberäkning 6.0 hp Microbiology, pharmacology and drug calculation 6.0 er Fastställd av: Akademin för hälsa och arbetsliv, 2022-05-02 Giltig från och med: 2023-01-16 Utbildningsnivå — Grundnivå Kurskod MvGs0T Omfattning söhp Huvudområde Medicinsk vetenskap G2F Ämnesgrupp — Medicin Utbildningsområde Medicinska området 100 36",Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0002,MVG501_SECTION_0002,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,2,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0003,MVG501_SECTION_0003,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,3,1. beskriva grundläggande farmakokinetik och farmakodynamik samt läkemedels olika beredningsformer och administreringssätt,1. beskriva grundläggande farmakokinetik och farmakodynamik samt läkemedels olika beredningsformer och administreringssätt,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0004,MVG501_SECTION_0004,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,4,2. förklara generella principer för läkemedelsinteraktioner och biverkningar,2. förklara generella principer för läkemedelsinteraktioner och biverkningar,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0005,MVG501_SECTION_0005,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,5,"3. utifrån farmakokinetiska och farmakodynamlska principer förklara hur läkermedelsbehandling av äldre, barn, gravida och ammande behöver anpassas, vilka läkemedel som är olämpliga för äldre samt vilka läkernedelsrelaterade problem äldre kan uppleva 4, förklara sjuksköterskans ansvar vid läkemedelshantering utifrån författningar oe lodung soocsievylaousiearas NI V3s0 Fal tam-202301-16","3. utifrån farmakokinetiska och farmakodynamlska principer förklara hur läkermedelsbehandling av äldre, barn, gravida och ammande behöver anpassas, vilka läkemedel som är olämpliga för äldre samt vilka läkernedelsrelaterade problem äldre kan uppleva 4, förklara sjuksköterskans ansvar vid läkemedelshantering utifrån författningar oe lodung soocsievylaousiearas NI V3s0 Fal tam-202301-16",Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0006,MVG501_SECTION_0006,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,6,--- OCR page 2 ---,--- OCR page 2 ---,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0007,MVG501_SECTION_0007,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,7,5. diskutera risker med olika arbetsmetoder vid läkemedelshantering,5. diskutera risker med olika arbetsmetoder vid läkemedelshantering,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0008,MVG501_SECTION_0008,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,8,6. reflektera över och diskutera vilken påverkan läkemedelshantering och läkemedel kan ha på miljön,6. reflektera över och diskutera vilken påverkan läkemedelshantering och läkemedel kan ha på miljön,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0009,MVG501_SECTION_0009,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,9,7. tillämpa relevant information från FASS (Farmaceutiska specialiteter i Sverige) och författningar om läkemedel och dess hantering,7. tillämpa relevant information från FASS (Farmaceutiska specialiteter i Sverige) och författningar om läkemedel och dess hantering,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0010,MVG501_SECTION_0010,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,10,8. iordningsställa och administrera läkemedel vid olika administreringsformer,8. iordningsställa och administrera läkemedel vid olika administreringsformer,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0011,MVG501_SECTION_0011,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,11,"9. utföra läkemedelsräkning avseende sortförvandling, dosberäkning, spädning, infusion, infuslonshastighet, injektionsdos, styrka och gas","9. utföra läkemedelsräkning avseende sortförvandling, dosberäkning, spädning, infusion, infuslonshastighet, injektionsdos, styrka och gas",Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0012,MVG501_SECTION_0012,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,12,10. tillämpa grundläggande hyglenprinciper för att uppnå patientsäkerhet,10. tillämpa grundläggande hyglenprinciper för att uppnå patientsäkerhet,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0013,MVG501_SECTION_0013,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",learning_outcomes,mål Efter avslutad kurs ska studenten kunna:,mål Efter avslutad kurs ska studenten kunna:,text_unit,13,"11. utföra sårbehandling och procedurer förknippade med sårbehandling på ett systematiskt, aseptiskt och korrekt sätt","11. utföra sårbehandling och procedurer förknippade med sårbehandling på ett systematiskt, aseptiskt och korrekt sätt",Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0014,MVG501_SECTION_0014,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,14,Kursens innehåll grundläggande farmakokinetik och farmakodynamik läkemedels beredningsformer och administreringssätt,Kursens innehåll grundläggande farmakokinetik och farmakodynamik läkemedels beredningsformer och administreringssätt,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0015,MVG501_SECTION_0015,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,15,-täkemedelsinteraktioner och biverkningar,-täkemedelsinteraktioner och biverkningar,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0016,MVG501_SECTION_0016,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,16,"-läkemedelsbehandling av äldre, barn, gravida och ammande: farmakokinetik, farmakodynamik, biverkningar, interaktioner och olämpliga läkemedel författningar som styr läkemedelshantering risker och kvalitetsaspekter vid läkemedelsberäkning och läkemedelshantering","-läkemedelsbehandling av äldre, barn, gravida och ammande: farmakokinetik, farmakodynamik, biverkningar, interaktioner och olämpliga läkemedel författningar som styr läkemedelshantering risker och kvalitetsaspekter vid läkemedelsberäkning och läkemedelshantering",Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0017,MVG501_SECTION_0017,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,17,-läkemedels påverkan på miljön FASS (Farmaceutiska specialiteter i Sverige),-läkemedels påverkan på miljön FASS (Farmaceutiska specialiteter i Sverige),Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0018,MVG501_SECTION_0018,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,18,-läkemedelsinformation,-läkemedelsinformation,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0019,MVG501_SECTION_0019,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,19,"-läkemedelsräkning avseende sortförvandling, dosberäkning, spädning, infusion, infusionshastighet, injektionsdos, styrka och gas basala hygienrutiner och klädregler specifika vårdhygieniska principer","-läkemedelsräkning avseende sortförvandling, dosberäkning, spädning, infusion, infusionshastighet, injektionsdos, styrka och gas basala hygienrutiner och klädregler specifika vårdhygieniska principer",Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
MVG501_v01_SECTION_0020,MVG501_SECTION_0020,baseline,MVG501,MVG501_v01,1,yes,Kompletterande utbildning för sjuksköterskor med utländsk examen från land utanför EU/EES och Schweiz,Grundnivå,MVG501,"Mikrobiologi, farmakologi och läkemedelsberäkning",course_content,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,Kursens innehåll grundläggande farmakokinetik och farmakodynamik,text_unit,20,-sår och sårbehandling,-sår och sårbehandling,Kurs1_kusk_MVG501.pdf,medium,extraction_method=ocr_swe_70dpi_cached
